"cve.CVE_data_meta.ID",lastModifiedDate,yearandcve,v3BaseScore,v2BaseScore,v2ExploitScore,v3ExploitScore,linecount,cve,v3impact,v2impact,v3Severity,description,"cve.problemtype.problemtype_data{}.description{}.value",NodescriptionLength,Nolinecount,Nov2BaseScore,Nov2ExploitScore,Nov3BaseScore,Nov3ExploitScore,counted,descriptionLength
"CVE-2021-24693","2021-11-10T20:25Z","2021-24693","9.0","6.0","6.8","2.3",89,24693,HIGH,PARTIAL,CRITICAL,"The Simple Download Monitor WordPress plugin before 3.9.5 does not escape the ""File Thumbnail"" post meta before outputting it in some pages, which could allow users with a role as low as Contributor to perform Stored Cross-Site Scripting attacks. Given the that XSS is triggered even when the Download is in a review state, contributor could make JavaScript code execute in a context of a reviewer such as admin and make them create a rogue admin account, or install a malicious plugin","CWE-79",485,89,"6.0","6.8","9.0","2.3","598.1",485
"CVE-2019-10952","2020-10-02T14:37Z","2019-10952","9.8","7.5","10.0","3.9",173,10952,HIGH,PARTIAL,CRITICAL,"An attacker could send a crafted HTTP/HTTPS request to render the web server unavailable and/or lead to remote code execution caused by a stack-based buffer overflow vulnerability. A cold restart is required for recovering CompactLogix 5370 L1, L2, and L3 Controllers, Compact GuardLogix 5370 controllers, and Armor Compact GuardLogix 5370 Controllers Versions 20 to 30.014 and earlier systems.","CWE-787",394,173,"7.5","10.0","9.8","3.9","598.2",394
"CVE-2021-23857","2021-10-14T18:31Z","2021-23857","9.8","10.0","10.0","3.9",332,23857,HIGH,COMPLETE,CRITICAL,"Login with hash: The login routine allows the client to log in to the system not by using the password, but by using the hash of the password. Combined with CVE-2021-23858, this allows an attacker to subsequently login to the system.","CWE-287",233,332,"10.0","10.0","9.8","3.9","598.7",233
"CVE-2021-28800","2021-06-30T13:00Z","2021-28800","9.8","7.5","10.0","3.9",95,28800,HIGH,PARTIAL,CRITICAL,"A command injection vulnerability has been reported to affect QNAP NAS running legacy versions of QTS. If exploited, this vulnerability allows attackers to execute arbitrary commands in a compromised application. This issue affects: QNAP Systems Inc. QTS versions prior to 4.3.6.1663 Build 20210504; versions prior to 4.3.3.1624 Build 20210416. This issue does not affect: QNAP Systems Inc. QTS 4.5.3. QNAP Systems Inc. QuTS hero h4.5.3. QNAP Systems Inc. QuTScloud c4.5.5.","CWE-78",473,95,"7.5","10.0","9.8","3.9","599.2",473
"CVE-2019-14887","2021-11-02T18:10Z","2019-14887","9.1","6.4","10.0","3.9",126,14887,HIGH,PARTIAL,CRITICAL,"A flaw was found when an OpenSSL security provider is used with Wildfly, the 'enabled-protocols' value in the Wildfly configuration isn't honored. An attacker could target the traffic sent from Wildfly and downgrade the connection to a weaker version of TLS, potentially breaking the encryption. This could lead to a leak of the data being passed over the network. Wildfly version 7.2.0.GA, 7.2.3.GA and 7.2.5.CR2 are believed to be vulnerable.","NVD-CWE-Other",444,126,"6.4","10.0","9.1","3.9","599.4",444
"CVE-2020-15243","2021-11-18T16:56Z","2020-15243","9.8","7.5","10.0","3.9",92,15243,HIGH,PARTIAL,CRITICAL,"Affected versions of Smartstore have a missing WebApi Authentication attribute. This vulnerability affects Smartstore shops in version 4.0.0 & 4.0.1 which have installed and activated the Web API plugin. Users of Smartstore 4.0.0 and 4.0.1 must merge their repository with 4.0.x or overwrite the file SmartStore.Web.Framework in the */bin* directory of the deployed shop with this file. As a workaround without updating uninstall the Web API plugin to close this vulnerability.","CWE-306",477,92,"7.5","10.0","9.8","3.9","600.2",477
"CVE-2019-18314","2022-03-04T20:09Z","2019-18314","9.8","7.5","10.0","3.9",97,18314,HIGH,PARTIAL,CRITICAL,"A vulnerability has been identified in SPPA-T3000 Application Server (All versions < Service Pack R8.2 SP2). An attacker with network access to the Application Server could gain remote code execution by sending specifically crafted objects via RMI. Please note that an attacker needs to have network access to the Application Server in order to exploit this vulnerability. At the time of advisory publication no public exploitation of this security vulnerability was known.","CWE-287",473,97,"7.5","10.0","9.8","3.9","601.2",473
"CVE-2021-24375","2021-07-09T11:54Z","2021-24375","9.8","7.5","10.0","3.9",94,24375,HIGH,PARTIAL,CRITICAL,"Lack of authentication or validation in motor_load_more, motor_gallery_load_more, motor_quick_view and motor_project_quick_view AJAX handlers of the Motor WordPress theme before 3.1.0 allows an unauthenticated attacker access to arbitrary files in the server file system, and to execute arbitrary php scripts found on the server file system. We found no vulnerability for uploading files with this theme, so any scripts to be executed must already be on the server file system.","CWE-22",477,94,"7.5","10.0","9.8","3.9","602.2",477
"CVE-2021-46319","2022-02-25T18:50Z","2021-46319","9.8","10.0","10.0","3.9",125,46319,HIGH,COMPLETE,CRITICAL,"Remote Code Execution (RCE) vulnerability exists in D-Link Router DIR-846 DIR846A1_FW100A43.bin and DIR846enFW100A53DLA-Retail.bin. Malicious users can use this vulnerability to use ""\ "" or backticks to bypass the shell metacharacters in the ssid0 or ssid1 parameters to execute arbitrary commands.This vulnerability is due to the fact that CVE-2019-17509 is not fully patched and can be bypassed by using line breaks or backticks on its basis.","CWE-78",444,125,"10.0","10.0","9.8","3.9","602.7",444
"CVE-2021-44029","2022-01-03T20:54Z","2021-44029","9.8","7.5","10.0","3.9",90,44029,HIGH,PARTIAL,CRITICAL,"An issue was discovered in Quest KACE Desktop Authority before 11.2. This vulnerability allows attackers to execute remote code through a deserialization exploitation in the RadAsyncUpload function of ASP.NET AJAX. An attacker can leverage this vulnerability when the encryption keys are known (due to the presence of CVE-2017-11317, CVE-2017-11357, or other means). A default setting for the type whitelisting feature in more current versions of ASP.NET AJAX prevents exploitation.","CWE-502",482,90,"7.5","10.0","9.8","3.9","603.2",482
"CVE-2021-44515","2021-12-16T14:16Z","2021-44515","9.8","10.0","10.0","3.9",116,44515,HIGH,COMPLETE,CRITICAL,"Zoho ManageEngine Desktop Central is vulnerable to authentication bypass, leading to remote code execution on the server, as exploited in the wild in December 2021. For Enterprise builds 10.1.2127.17 and earlier, upgrade to 10.1.2127.18. For Enterprise builds 10.1.2128.0 through 10.1.2137.2, upgrade to 10.1.2137.3. For MSP builds 10.1.2127.17 and earlier, upgrade to 10.1.2127.18. For MSP builds 10.1.2128.0 through 10.1.2137.2, upgrade to 10.1.2137.3.","CWE-287",454,116,"10.0","10.0","9.8","3.9","603.7",454
"CVE-2020-36155","2021-01-07T21:26Z","2020-36155","9.8","7.5","10.0","3.9",99,36155,HIGH,PARTIAL,CRITICAL,"An issue was discovered in the Ultimate Member plugin before 2.1.12 for WordPress, aka Unauthenticated Privilege Escalation via User Meta. An attacker could supply an array parameter for sensitive metadata, such as the wp_capabilities user meta that defines a user's role. During the registration process, submitted registration details were passed to the update_profile function, and any metadata was accepted, e.g., wp_capabilities[administrator] for Administrator access.","CWE-269",474,99,"7.5","10.0","9.8","3.9","604.2",474
"CVE-2021-38555","2021-09-23T15:49Z","2021-38555","9.1","6.4","10.0","3.9",89,38555,HIGH,PARTIAL,CRITICAL,"An XML external entity (XXE) injection vulnerability was discovered in the Any23 StreamUtils.java file and is known to affect Any23 versions < 2.5. XML external entity injection (also known as XXE) is a web security vulnerability that allows an attacker to interfere with an application's processing of XML data. It often allows an attacker to view files on the application server filesystem, and to interact with any back-end or external systems that the application itself can access.","CWE-611",486,89,"6.4","10.0","9.1","3.9","604.4",486
"CVE-2020-15420","2020-07-29T14:59Z","2020-15420","9.8","10.0","10.0","3.9",88,15420,HIGH,COMPLETE,CRITICAL,"This vulnerability allows remote attackers to execute arbitrary code on affected installations of CentOS Web Panel cwp-el7-0.9.8.891. Authentication is not required to exploit this vulnerability. The specific flaw exists within loader_ajax.php. When parsing the line parameter, the process does not properly validate a user-supplied string before using it to execute a system call. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-9259.","CWE-78",483,88,"10.0","10.0","9.8","3.9","604.7",483
"CVE-2019-18643","2021-01-13T16:00Z","2019-18643","9.8","7.5","10.0","3.9",95,18643,HIGH,PARTIAL,CRITICAL,"Rock RMS versions before 8.10 and versions 9.0 through 9.3 fails to properly validate files uploaded in the application. The only protection mechanism is a file-extension blacklist that can be bypassed by adding multiple spaces and periods after the file name. This could allow an attacker to upload ASPX code and gain remote code execution on the application. The application typically runs as LocalSystem as mandated in the installation guide. Patched in versions 8.10 and 9.4.","CWE-434",479,95,"7.5","10.0","9.8","3.9","605.2",479
"CVE-2018-12387","2018-12-06T18:38Z","2018-12387","9.1","6.4","10.0","3.9",202,12387,HIGH,PARTIAL,CRITICAL,"A vulnerability where the JavaScript JIT compiler inlines Array.prototype.push with multiple arguments that results in the stack pointer being off by 8 bytes after a bailout. This leaks a memory address to the calling function which can be used as part of an exploit inside the sandboxed content process. This vulnerability affects Firefox ESR < 60.2.2 and Firefox < 62.0.3.","CWE-20",374,202,"6.4","10.0","9.1","3.9","605.4",374
"CVE-2020-15614","2020-07-29T14:10Z","2020-15614","9.8","10.0","10.0","3.9",88,15614,HIGH,COMPLETE,CRITICAL,"This vulnerability allows remote attackers to execute arbitrary code on affected installations of CentOS Web Panel cwp-e17.0.9.8.923. Authentication is not required to exploit this vulnerability. The specific flaw exists within ajax_php_pecl.php. When parsing the cha parameter, the process does not properly validate a user-supplied string before using it to execute a system call. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-9718.","CWE-78",484,88,"10.0","10.0","9.8","3.9","605.7",484
"CVE-2020-15182","2020-09-23T20:20Z","2020-15182","9.6","6.8","8.6","2.8",107,15182,HIGH,PARTIAL,CRITICAL,"The SOY Inquiry component of SOY CMS is affected by Cross-site Request Forgery (CSRF) and Remote Code Execution (RCE). The vulnerability affects versions 2.0.0.3 and earlier of SOY Inquiry. This allows remote attackers to force the administrator to edit files once the administrator loads a specially crafted webpage. An administrator must be logged in for exploitation to be possible. This issue is fixed in SOY Inquiry version 2.0.0.4 and included in SOY CMS 3.0.2.328.","CWE-352
CWE-22",471,107,"6.8","8.6","9.6","2.8","605.8",471
"CVE-2020-17531","2021-01-15T11:15Z","2020-17531","9.8","7.5","10.0","3.9",100,17531,HIGH,PARTIAL,CRITICAL,"A Java Serialization vulnerability was found in Apache Tapestry 4. Apache Tapestry 4 will attempt to deserialize the ""sp"" parameter even before invoking the page's validate method, leading to deserialization without authentication. Apache Tapestry 4 reached end of life in 2008 and no update to address this issue will be released. Apache Tapestry 5 versions are not vulnerable to this issue. Users of Apache Tapestry 4 should upgrade to the latest Apache Tapestry 5 version.","CWE-502",475,100,"7.5","10.0","9.8","3.9","606.2",475
"CVE-2020-15623","2020-07-29T13:45Z","2020-15623","9.8","10.0","10.0","3.9",88,15623,HIGH,COMPLETE,CRITICAL,"This vulnerability allows remote attackers to write arbitrary files on affected installations of CentOS Web Panel cwp-e17.0.9.8.923. Authentication is not required to exploit this vulnerability. The specific flaw exists within ajax_mod_security.php. When parsing the archivo parameter, the process does not properly validate a user-supplied path prior to using it in file operations. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-9722.","CWE-749",485,88,"10.0","10.0","9.8","3.9","606.7",485
"CVE-2019-18823","2021-08-02T00:15Z","2019-18823","9.8","7.5","10.0","3.9",166,18823,HIGH,PARTIAL,CRITICAL,"HTCondor up to and including stable series 8.8.6 and development series 8.9.4 has Incorrect Access Control. It is possible to use a different authentication method to submit a job than the administrator has specified. If the administrator has configured the READ or WRITE methods to include CLAIMTOBE, then it is possible to impersonate another user to the condor_schedd. (For example to submit or remove jobs)","CWE-200
CWE-269
CWE-312
CWE-319",410,166,"7.5","10.0","9.8","3.9","607.2",410
"CVE-2021-38598","2021-08-28T00:48Z","2021-38598","9.1","5.8","8.6","3.9",99,38598,NONE,NONE,CRITICAL,"OpenStack Neutron before 16.4.1, 17.x before 17.1.3, and 18.0.0 allows hardware address impersonation when the linuxbridge driver with ebtables-nft is used on a Netfilter-based platform. By sending carefully crafted packets, anyone in control of a server instance connected to the virtual switch can impersonate the hardware addresses of other systems on the network, resulting in denial of service or in some cases possibly interception of traffic intended for other destinations.","CWE-863",481,99,"5.8","8.6","9.1","3.9","607.4",481
"CVE-2021-21386","2021-03-27T01:48Z","2021-21386","9.8","10.0","10.0","3.9",97,21386,HIGH,COMPLETE,CRITICAL,"APKLeaks is an open-source project for scanning APK file for URIs, endpoints & secrets. APKLeaks prior to v2.0.3 allows remote attackers to execute arbitrary OS commands via package name inside application manifest. An attacker could include arguments that allow unintended commands or code to be executed, allow sensitive data to be read or modified or could cause other unintended behavior through malicious package name. The problem is fixed in version v2.0.6-dev and above.","CWE-78
CWE-88",477,97,"10.0","10.0","9.8","3.9","607.7",477
"CVE-2020-13957","2022-02-22T10:05Z","2020-13957","9.8","7.5","10.0","3.9",207,13957,HIGH,PARTIAL,CRITICAL,"Apache Solr versions 6.6.0 to 6.6.6, 7.0.0 to 7.7.3 and 8.0.0 to 8.6.2 prevents some features considered dangerous (which could be used for remote code execution) to be configured in a ConfigSet that's uploaded via API without authentication/authorization. The checks in place to prevent such features can be circumvented by using a combination of UPLOAD/CREATE actions.","CWE-863",370,207,"7.5","10.0","9.8","3.9","608.2",370
"CVE-2021-35003","2022-01-27T18:31Z","2021-35003","9.8","10.0","10.0","3.9",100,35003,HIGH,COMPLETE,CRITICAL,"This vulnerability allows remote attackers to execute arbitrary code on affected installations of TP-Link Archer C90 1.0.6 Build 20200114 rel.73164(5553) routers. Authentication is not required to exploit this vulnerability. The specific flaw exists within the handling of DNS responses. A crafted DNS message can trigger an overflow of a fixed-length, stack-based buffer. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-14655.","CWE-121",475,100,"10.0","10.0","9.8","3.9","608.7",475
"CVE-2019-16383","2020-04-14T18:15Z","2019-16383","9.4","7.5","10.0","3.9",122,16383,LOW,PARTIAL,CRITICAL,"MOVEit.DMZ.WebApi.dll in Progress MOVEit Transfer 2018 SP2 before 10.2.4, 2019 before 11.0.2, and 2019.1 before 11.1.1 allows an unauthenticated attacker to gain unauthorized access to the database. Depending on the database engine being used (MySQL, Microsoft SQL Server, or Azure SQL), an attacker may be able to infer information about the structure and contents of the database, or may be able to alter the database via the REST API, aka SQL Injection.","CWE-89",456,122,"7.5","10.0","9.4","3.9","608.8",456
"CVE-2021-23847","2021-06-22T13:36Z","2021-23847","9.1","6.4","10.0","3.9",170,23847,HIGH,PARTIAL,CRITICAL,"A Missing Authentication in Critical Function in Bosch IP cameras allows an unauthenticated remote attacker to extract sensitive information or change settings of the camera by sending crafted requests to the device. Only devices of the CPP6, CPP7 and CPP7.3 family with firmware 7.70, 7.72, and 7.80 prior to B128 are affected by this vulnerability. Versions 7.62 or lower and INTEOX cameras are not affected.","CWE-306",410,170,"6.4","10.0","9.1","3.9","609.4",410
"CVE-2020-15860","2020-09-16T18:15Z","2020-15860","9.9","6.5","8.0","3.1",98,15860,HIGH,PARTIAL,CRITICAL,"Parallels Remote Application Server (RAS) 17.1.1 has a Business Logic Error causing remote code execution. It allows an authenticated user to execute any application in the backend operating system through the web application, despite the affected application not being published. In addition, it was discovered that it is possible to access any host in the internal domain, even if it has no published applications or the mentioned host is no longer associated with that server farm.","NVD-CWE-Other",484,98,"6.5","8.0","9.9","3.1","609.5",484
"CVE-2021-27710","2021-04-21T15:41Z","2021-27710","9.8","10.0","10.0","3.9",125,27710,HIGH,COMPLETE,CRITICAL,"Command Injection in TOTOLINK X5000R router with firmware v9.1.0u.6118_B20201102, and TOTOLINK A720R router with firmware v4.1.5cu.470_B20200911 allows remote attackers to execute arbitrary OS commands by sending a modified HTTP request. This occurs because the function executes glibc's system function with untrusted input. In the function, ""ip"" parameter is directly passed to the attacker, allowing them to control the ""ip"" field to attack the OS.","CWE-78",451,125,"10.0","10.0","9.8","3.9","609.7",451
"CVE-2017-18922","2022-04-01T18:08Z","2017-18922","9.8","7.5","10.0","3.9",325,18922,HIGH,PARTIAL,CRITICAL,"It was discovered that websockets.c in LibVNCServer prior to 0.9.12 did not properly decode certain WebSocket frames. A malicious attacker could exploit this by sending specially crafted WebSocket frames to a server, causing a heap-based buffer overflow.","CWE-787",254,325,"7.5","10.0","9.8","3.9","610.2",254
"CVE-2017-14375","2021-08-05T14:45Z","2017-14375","9.8","10.0","10.0","3.9",113,14375,HIGH,COMPLETE,CRITICAL,"EMC Unisphere for VMAX Virtual Appliance (vApp) versions prior to 8.4.0.15, EMC Solutions Enabler Virtual Appliance versions prior to 8.4.0.15, EMC VASA Virtual Appliance versions prior to 8.4.0.512, and EMC VMAX Embedded Management (eManagement) versions prior to and including 1.4 (Enginuity Release 5977.1125.1125 and earlier) contain an authentication bypass vulnerability that may potentially be exploited by malicious users to compromise the affected system.","CWE-290",464,113,"10.0","10.0","9.8","3.9","610.7",464
"CVE-2020-25213","2022-01-01T18:37Z","2020-25213","9.8","7.5","10.0","3.9",124,25213,HIGH,PARTIAL,CRITICAL,"The File Manager (wp-file-manager) plugin before 6.9 for WordPress allows remote attackers to upload and execute arbitrary PHP code because it renames an unsafe example elFinder connector file to have the .php extension. This, for example, allows attackers to run the elFinder upload (or mkfile and put) command to write PHP code into the wp-content/plugins/wp-file-manager/lib/files/ directory. This was exploited in the wild in August and September 2020.","CWE-434",456,124,"7.5","10.0","9.8","3.9","611.2",456
"CVE-2021-22704","2021-09-20T12:06Z","2021-22704","9.1","6.4","10.0","3.9",167,22704,HIGH,PARTIAL,CRITICAL,"A CWE-22: Improper Limitation of a Pathname to a Restricted Directory vulnerability exists in Harmony/HMI Products Configured by Vijeo Designer (all versions prior to V6.2 SP11 ), Vijeo Designer Basic (all versions prior to V1.2), or EcoStruxure Machine Expert (all versions prior to V2.0) that could cause a Denial of Service or unauthorized access to system information when connecting to the Harmony HMI over FTP.","CWE-22",416,167,"6.4","10.0","9.1","3.9","612.4",416
"CVE-2020-15433","2020-07-29T14:30Z","2020-15433","9.8","10.0","10.0","3.9",88,15433,HIGH,COMPLETE,CRITICAL,"This vulnerability allows remote attackers to execute arbitrary code on affected installations of CentOS Web Panel cwp-e17.0.9.8.923. Authentication is not required to exploit this vulnerability. The specific flaw exists within ajax_php_pecl.php. When parsing the phpversion parameter, the process does not properly validate a user-supplied string before using it to execute a system call. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-9715.","CWE-78",491,88,"10.0","10.0","9.8","3.9","612.7",491
"CVE-2021-44524","2021-12-17T16:56Z","2021-44524","9.8","7.5","10.0","3.9",115,44524,HIGH,PARTIAL,CRITICAL,"A vulnerability has been identified in SiPass integrated V2.76 (All versions), SiPass integrated V2.80 (All versions), SiPass integrated V2.85 (All versions), Siveillance Identity V1.5 (All versions), Siveillance Identity V1.6 (All versions < V1.6.284.0). Affected applications insufficiently limit the access to the internal user authentication service. This could allow an unauthenticated remote attacker to trigger several actions on behalf of valid user accounts.","CWE-287",467,115,"7.5","10.0","9.8","3.9","613.2",467
"CVE-2020-11153","2020-11-03T17:38Z","2020-11153","9.8","10.0","10.0","3.9",205,11153,HIGH,COMPLETE,CRITICAL,"u'Out of bound memory access while processing GATT data received due to lack of check of pdu data length and leads to remote code execution' in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile in APQ8053, QCA6390, QCA9379, QCN7605, SC8180X, SDX55","CWE-787",375,205,"10.0","10.0","9.8","3.9","613.7",375
"CVE-2019-18370","2021-07-21T11:39Z","2019-18370","9.8","7.5","10.0","3.9",101,18370,HIGH,PARTIAL,CRITICAL,"An issue was discovered on Xiaomi Mi WiFi R3G devices before 2.28.23-stable. The backup file is in tar.gz format. After uploading, the application uses the tar zxf command to decompress, so one can control the contents of the files in the decompressed directory. In addition, the application's sh script for testing upload and download speeds reads a URL list from /tmp/speedtest_urls.xml, and there is a command injection vulnerability, as demonstrated by api/xqnetdetect/netspeed.","CWE-78",482,101,"7.5","10.0","9.8","3.9","614.2",482
"CVE-2020-15612","2020-07-31T11:55Z","2020-15612","9.8","10.0","10.0","3.9",88,15612,HIGH,COMPLETE,CRITICAL,"This vulnerability allows remote attackers to execute arbitrary code on affected installations of CentOS Web Panel cwp-e17.0.9.8.923. Authentication is not required to exploit this vulnerability. The specific flaw exists within ajax_ftp_manager.php. When parsing the userLogin parameter, the process does not properly validate a user-supplied string before using it to execute a system call. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-9737.","CWE-78",493,88,"10.0","10.0","9.8","3.9","614.7",493
"CVE-2021-20038","2021-12-10T13:20Z","2021-20038","9.8","7.5","10.0","3.9",220,20038,HIGH,PARTIAL,CRITICAL,"A Stack-based buffer overflow vulnerability in SMA100 Apache httpd server's mod_cgi module environment variables allows a remote unauthenticated attacker to potentially execute code as a 'nobody' user in the appliance. This vulnerability affected SMA 200, 210, 400, 410 and 500v appliances firmware 10.2.0.8-37sv, 10.2.1.1-19sv, 10.2.1.2-24sv and earlier versions.","CWE-787",364,220,"7.5","10.0","9.8","3.9","615.2",364
"CVE-2020-14343","2021-09-29T14:23Z","2020-14343","9.8","10.0","10.0","3.9",90,14343,HIGH,COMPLETE,CRITICAL,"A vulnerability was discovered in the PyYAML library in versions before 5.4, where it is susceptible to arbitrary code execution when it processes untrusted YAML files through the full_load method or with the FullLoader loader. Applications that use the library to process untrusted input may be vulnerable to this flaw. This flaw allows an attacker to execute arbitrary code on the system by abusing the python/object/new constructor. This flaw is due to an incomplete fix for CVE-2020-1747.","CWE-20",492,90,"10.0","10.0","9.8","3.9","615.7",492
"CVE-2018-16947","2019-10-03T00:03Z","2018-16947","9.8","7.5","10.0","3.9",116,16947,HIGH,PARTIAL,CRITICAL,"An issue was discovered in OpenAFS before 1.6.23 and 1.8.x before 1.8.2. The backup tape controller (butc) process accepts incoming RPCs but does not require (or allow for) authentication of those RPCs. Handling those RPCs results in operations being performed with administrator credentials, including dumping/restoring volume contents and manipulating the backup database. For example, an unauthenticated attacker can replace any volume's content with arbitrary data.","CWE-287",469,116,"7.5","10.0","9.8","3.9","616.2",469
"CVE-2020-15435","2020-07-29T15:12Z","2020-15435","9.8","10.0","10.0","3.9",88,15435,HIGH,COMPLETE,CRITICAL,"This vulnerability allows remote attackers to execute arbitrary code on affected installations of CentOS Web Panel cwp-e17.0.9.8.923. Authentication is not required to exploit this vulnerability. The specific flaw exists within ajax_dashboard.php. When parsing the service_start parameter, the process does not properly validate a user-supplied string before using it to execute a system call. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-9719.","CWE-78",495,88,"10.0","10.0","9.8","3.9","616.7",495
"CVE-2019-17137","2020-10-09T13:45Z","2019-17137","9.4","7.5","10.0","3.9",100,17137,HIGH,PARTIAL,CRITICAL,"This vulnerability allows network-adjacent attackers to bypass authentication on affected installations of NETGEAR AC1200 R6220 Firmware version 1.1.0.86 Smart WiFi Router. Authentication is not required to exploit this vulnerability. The specific flaw exists within the processing of path strings. By inserting a null byte into the path, the user can skip most authentication checks. An attacker can leverage this vulnerability to bypass authentication on the system. Was ZDI-CAN-8616.","NVD-CWE-Other",486,100,"7.5","10.0","9.4","3.9","616.8",486
"CVE-2021-29215","2022-01-26T16:11Z","2021-29215","9.8","7.5","10.0","3.9",114,29215,HIGH,PARTIAL,CRITICAL,"A potential security vulnerability in HPE Ezmeral Data Fabric that may allow a remote access restriction bypass in the TEZ MapR ecosystem component was discovered in version(s): Prior to Tez-0.8: mapr-tez-0.8.201907081100-1.noarch; prior to Tez-0.9: mapr-tez-0.9.201907090334-1.noarch; prior to Tez-0.9.2: mapr-tez-0.9.2.0.201907081043-1.noarch. HPE has provided software updates to resolve the vulnerability in the TEZ MapR ecosystem component in HPE Ezmeral Data Fabric.","NVD-CWE-noinfo",472,114,"7.5","10.0","9.8","3.9","617.2",472
"CVE-2021-29203","2021-05-14T17:58Z","2021-29203","9.8","10.0","10.0","3.9",94,29203,HIGH,COMPLETE,CRITICAL,"A security vulnerability has been identified in the HPE Edgeline Infrastructure Manager, also known as HPE Edgeline Infrastructure Management Software, prior to version 1.22. The vulnerability could be remotely exploited to bypass remote authentication leading to execution of arbitrary commands, gaining privileged access, causing denial of service, and changing the configuration. HPE has released a software update to resolve the vulnerability in the HPE Edgeline Infrastructure Manager.","CWE-287",490,94,"10.0","10.0","9.8","3.9","617.7",490
"CVE-2020-27263","2021-01-21T16:10Z","2020-27263","9.1","6.4","10.0","3.9",130,27263,HIGH,PARTIAL,CRITICAL,"KEPServerEX: v6.0 to v6.9, ThingWorx Kepware Server: v6.8 and v6.9, ThingWorx Industrial Connectivity: All versions, OPC-Aggregator: All versions, Rockwell Automation KEPServer Enterprise, GE Digital Industrial Gateway Server: v7.68.804 and v7.66, Software Toolbox TOP Server: All 6.x versions, are vulnerable to a heap-based buffer overflow. Opening a specifically crafted OPC UA message could allow an attacker to crash the server and potentially leak data.","CWE-787",459,130,"6.4","10.0","9.1","3.9","618.4",459
"CVE-2020-13151","2020-12-11T20:15Z","2020-13151","9.8","10.0","10.0","3.9",144,13151,HIGH,COMPLETE,CRITICAL,"Aerospike Community Edition 4.9.0.5 allows for unauthenticated submission and execution of user-defined functions (UDFs), written in Lua, as part of a database query. It attempts to restrict code execution by disabling os.execute() calls, but this is insufficient. Anyone with network access can use a crafted UDF to execute arbitrary OS commands on all nodes of the cluster at the permission level of the user running the Aerospike service.","CWE-78",441,144,"10.0","10.0","9.8","3.9","618.7",441
"CVE-2019-15954","2022-01-01T20:18Z","2019-15954","9.9","9.0","8.0","3.1",98,15954,HIGH,COMPLETE,CRITICAL,"An issue was discovered in Total.js CMS 12.0.0. An authenticated user with the widgets privilege can gain achieve Remote Command Execution (RCE) on the remote server by creating a malicious widget with a special tag containing JavaScript code that will be evaluated server side. In the process of evaluating the tag by the back-end, it is possible to escape the sandbox object by using the following payload: <script total>global.process.mainModule.require(child_process).exec(RCE);</script>","CWE-862",491,98,"9.0","8.0","9.9","3.1","619.0",491
"CVE-2018-21054","2020-04-09T18:24Z","2018-21054","9.8","7.5","10.0","3.9",220,21054,HIGH,PARTIAL,CRITICAL,"An issue was discovered on Samsung mobile devices with M(6.0), N(7.x) and O(8.x) except exynos9610/9820 in all Platforms, M(6.0) except MSM8909 SC77xx/9830 exynos3470/5420, N(7.0) except MSM8939, N(7.1) except MSM8996 SDM6xx/M6737T software. There is an integer underflow with a resultant buffer overflow in eCryptFS. The Samsung ID is SVE-2017-11857 (September 2018).","CWE-190",368,220,"7.5","10.0","9.8","3.9","619.2",368
"CVE-2019-11581","2022-03-25T17:22Z","2019-11581","9.8","9.3","8.6","3.9",114,11581,HIGH,COMPLETE,CRITICAL,"There was a server-side template injection vulnerability in Jira Server and Data Center, in the ContactAdministrators and the SendBulkMail actions. An attacker is able to remotely execute code on systems that run a vulnerable version of Jira Server or Data Center. All versions of Jira Server and Data Center from 4.4.0 before 7.6.14, from 7.7.0 before 7.13.5, from 8.0.0 before 8.0.3, from 8.1.0 before 8.1.2, and from 8.2.0 before 8.2.3 are affected by this vulnerability.","CWE-74",474,114,"9.3","8.6","9.8","3.9","619.6",474
"CVE-2021-27708","2021-04-21T15:38Z","2021-27708","9.8","10.0","10.0","3.9",125,27708,HIGH,COMPLETE,CRITICAL,"Command Injection in TOTOLINK X5000R router with firmware v9.1.0u.6118_B20201102, and TOTOLINK A720R router with firmware v4.1.5cu.470_B20200911 allows remote attackers to execute arbitrary OS commands by sending a modified HTTP request. This occurs because the function executes glibc's system function with untrusted input. In the function, ""command"" parameter is directly passed to the attacker, allowing them to control the ""command"" field to attack the OS.","CWE-78",461,125,"10.0","10.0","9.8","3.9","619.7",461
